product_id,product_name,main_category,rating_num,rating_count_num,review_length_chars,vader_negative_score,vader_neutral_score,vader_positive_score,vader_compound_score,vader_sentiment_label,baseline_sentiment_score,baseline_sentiment_label,dominant_topic,label_agreement
B092BL5DCX,Samsung 138 cm (55 inches) Crystal 4K Series Ultra HD Smart LED TV UA55AUE60AKLXL (Black),Electronics,4.3,7109.0,4728,0.047,0.8,0.152,0.9984,positive,0.9070314577338638,positive,Product Quality & Durability,True
B09VH568H7,Amazon Brand - Solimo 3A Fast Charging Tough Type C USB Data Cable  – 1 Meter,Computers&Accessories,3.8,51.0,295,0.049,0.821,0.131,0.4939,positive,0.1581138830084189,positive,Product Quality & Durability,True
B09HQSV46W,Mi 100 cm (40 inches) Horizon Edition Full HD Android LED TV 4A | L40M6-EI (Black),Electronics,4.2,32840.0,783,0.123,0.613,0.264,0.9625,positive,1.1766968108291045,positive,Product Quality & Durability,True
B08TZD7FQN,"Astigo Compatible Remote Control for Mi Smart LED 4A (43""/32"")",Electronics,3.7,708.0,657,0.047,0.776,0.177,0.8874,positive,0.9332565252573828,positive,Product Quality & Durability,True
B0B21XL94T,Toshiba 108 cm (43 inches) V Series Full HD Smart Android LED TV 43V35KP (Silver),Electronics,4.3,1657.0,972,0.061,0.781,0.158,0.9432,positive,0.4256282653793743,positive,Price & Value,True
B09PTT8DZF,"Lenovo USB A to Type-C Tangle-free  Aramid fiber braided 1.2m cable with 4A Fast charging & 480 MBPS data transmission, certified 10000+ bend lifespan, Metallic Grey",Computers&Accessories,3.9,523.0,359,0.075,0.773,0.152,0.6486,positive,0.5773502691896258,positive,Charging & Power,True
B0B94JPY2N,"Amazon Brand - Solimo 65W Fast Charging Braided Type C to C Data Cable | Suitable For All Supported Mobile Phones (1 Meter, Black)",Computers&Accessories,3.0,,446,0.028,0.853,0.119,0.743,positive,0.5163977794943222,positive,Charging & Power,True
B0B3XXSB1K,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7500PSF (Ceramic Black),Electronics,4.3,1376.0,1462,0.108,0.737,0.155,0.934,positive,0.5468687416197306,positive,Price & Value,True
B08RZ12GKR,Tata Sky Digital TV HD Setup Box Remote,Electronics,3.5,121.0,458,0.046,0.782,0.172,0.8922,positive,0.125,positive,Product Quality & Durability,True
B0B4T8RSJ1,"pTron Solero T241 2.4A Type-C Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Smartphone, Type-C USB Devices (White)",Computers&Accessories,3.9,1075.0,492,0.023,0.827,0.15,0.836,positive,0.5852057359806528,positive,Charging & Power,True
B0B7B9V9QP,VU 108 cm (43 inches) Premium Series Full HD Smart LED TV 43GA (Black),Electronics,4.0,1001.0,914,0.05,0.726,0.225,0.9849,positive,1.0909090909090908,positive,Product Quality & Durability,True
B08XXVXP3J,"Storite Super Speed USB 3.0 Male to Male Cable for Hard Drive Enclosures, Laptop Cooling Pad, DVD Players(60cm,Black)",Computers&Accessories,4.3,112.0,437,0.119,0.79,0.091,-0.6542,negative,0.3721042037676254,positive,Charging & Power,False
B06XGWRKYT,Kodak 80 cm (32 Inches) HD Ready LED TV Kodak 32HDX900S (Black),Electronics,3.8,3022.0,906,0.101,0.806,0.093,-0.5404,negative,0.086386842558136,neutral,Product Quality & Durability,False
B07CWDX49D,"AmazonBasics Double Braided Nylon USB Type-C to Type-C 2.0 Cable, Charging Adapter, Smartphone 6 feet, Dark Grey",Computers&Accessories,4.3,5451.0,753,0.035,0.868,0.097,0.8316,positive,0.8429272304235246,positive,Charging & Power,True
B09TY4MSH3,Firestick Remote,Electronics,3.3,73.0,1304,0.052,0.822,0.126,0.9107,positive,0.5865884600854132,positive,Compatibility & Usability,True
B07RY2X9MP,"AmazonBasics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord (10-Foot, Dark Grey)",Electronics,4.5,1029.0,566,0.0,0.749,0.251,0.98,positive,1.7206180040292132,positive,Product Quality & Durability,True
B0B2C5MJN6,Hisense 126 cm (50 inches) Bezelless Series 4K Ultra HD Smart LED Google TV 50A6H (Black),Electronics,4.1,1555.0,902,0.029,0.765,0.206,0.9803,positive,0.2785430072655778,positive,Product Quality & Durability,True
B0BBMGLQDW,"Tuarso 8K HDMI 2.1 Cable 48Gbps , 1.5 Meter High-Speed Braided HDMI Cable ( 8K@60HZ、4K@120HZ、2K@240HZ ) HDMI 2.1 Cable Compatible with Monitors , Television , Laptops , Projectors , Game Consoles and more with HDMI Ports Device",Electronics,4.2,47.0,212,0.0,0.747,0.253,0.8591,positive,1.4368424162141993,positive,Charging & Power,True
B01LONQBDG,AmazonBasics USB Type-C to Micro-B 2.0 Cable - 6 Inches (15.2 Centimeters) - White,Computers&Accessories,4.1,14896.0,1742,0.021,0.844,0.134,0.9867,positive,1.083880412207675,positive,Charging & Power,True
B08XXF5V6G,Kodak 139 cm (55 inches) 4K Ultra HD Smart LED TV 55CA0909 (Black),Electronics,4.4,1712.0,410,0.039,0.74,0.221,0.9292,positive,0.6454972243679028,positive,Price & Value,True
B09HK9JH4F,"Smashtronics® - Case for Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover for TV Firestick 4K/TV 2nd Gen(3rd Gen) Remote Control - Light Weight/Anti Slip/Shockproof (Black)",Electronics,4.2,1335.0,546,0.037,0.85,0.113,0.7962,positive,0.792593923901217,positive,Product Quality & Durability,True
B09MMD1FDN,7SEVEN® Suitable Sony Tv Remote Original Bravia for Smart Android Television Compatible for Any Model of LCD LED OLED UHD 4K Universal Sony Remote Control,Electronics,3.9,214.0,682,0.051,0.757,0.192,0.9611,positive,0.3015113445777636,positive,Product Quality & Durability,True
B09HN7LD5L,"PROLEGEND® PL-T002 Universal TV Stand Table Top for Most 22 to 65 inch LCD Flat Screen TV, VESA up to 800 by 400mm",Electronics,4.0,184.0,583,0.0,0.786,0.214,0.9719,positive,0.5555555555555556,positive,Compatibility & Usability,True
B0BNDD9TN6,WANBO X1 Pro (Upgraded) | Native 1080P Full HD | Android 9 | Projector for Home | LED Cinema | 350ANSI | 3900 lumens | WiFi Bluetooth | HDMI ARC | Dolby DTS | 4D Keystone Correction (Global Version),Electronics,4.5,7.0,274,0.0,0.822,0.178,0.8436,positive,1.12089707663561,positive,Product Quality & Durability,True
B0941392C8,"Lava Charging Adapter Elements D3 2A Fast Charging Speed Usb Type C Data Cable, White",Computers&Accessories,3.7,41.0,493,0.042,0.911,0.047,0.1007,positive,0.4780914437337574,positive,Charging & Power,True
B01M5967SY,"TIZUM High Speed HDMI Cable Aura -Gold Plated-High Speed Data 10.2Gbps, 3D, 4K, HD 1080P (10 Ft/ 3 M)",Electronics,4.2,12153.0,1181,0.054,0.782,0.164,0.9816,positive,0.9607689228305228,positive,Product Quality & Durability,True
B016MDK4F4,Technotech High Speed HDMI Cable 5 Meter V1.4 - Supports Full HD 1080p (Color May Vary),Electronics,4.2,25.0,166,0.0,0.575,0.425,0.8126,positive,1.3416407864998738,positive,Price & Value,True
B08G43CCLC,"NK STAR 950 Mbps USB WiFi Adapter Wireless Network Receiver Dongle for Desktop Laptop, (Support- Windows XP/7/8/10 & MAC OS) NOt Support to DVR and HDTV",Computers&Accessories,4.2,163.0,431,0.072,0.745,0.183,0.8094,positive,0.6565321642986127,positive,Compatibility & Usability,True
B0B61GCHC1,"LS LAPSTER Quality Assured USB 2.0 morpho cable, morpho device cable for Mso 1300 E3/E2/E Biometric Finger Print Scanner morpho USB cable (Black)",Computers&Accessories,4.3,87.0,432,0.049,0.676,0.275,0.9495,positive,1.0242950394631678,positive,Compatibility & Usability,True
B07RX14W1Q,"Amazon Basics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord, 1.8 Meter, Dark Grey",Electronics,4.4,2165.0,581,0.053,0.791,0.156,0.8952,positive,1.2074068598865937,positive,Product Quality & Durability,True
B09PLD9TCD,Kodak 126 cm (50 inches) Bezel-Less Design Series 4K Ultra HD Smart Android LED TV 50UHDX7XPROBL (Black),Electronics,4.2,1510.0,414,0.0,0.762,0.238,0.9175,positive,1.632993161855452,positive,Product Quality & Durability,True
B0B8ZKWGKD,"ZORBES® Wall Adapter Holder for Alexa Echo Dot 4th Generation,A Space-Saving Solution with Cord Management for Your Smart Home Speakers -White (Holder Only)",Electronics,4.3,106.0,395,0.046,0.647,0.307,0.958,positive,0.9271726499455306,positive,Compatibility & Usability,True
B09NNJ9WYM,Sansui 80cm (32 inches) HD Ready Smart LED TV JSY32SKHD (BLACK) With Bezel-less Design,Electronics,3.7,129.0,1003,0.108,0.662,0.23,0.9794,positive,0.5052911526399114,positive,Product Quality & Durability,True
B08H5L8V1L,"Synqe USB Type C Fast Charging Cable 2M Charger Cord Data Cable Compatible with Samsung Galaxy M51,Galaxy M31S, S10e S10 S9 S20 Plus, Note10 9 8,M40 A50 A70, Redmi Note 9, Moto G7, Poco F1 (2M, Grey)",Computers&Accessories,4.3,3049.0,845,0.057,0.759,0.185,0.9617,positive,0.7924058156930615,positive,Charging & Power,True
B0B8CXTTG3,MI 80 cm (32 inches) HD Ready Smart Android LED TV 5A Pro | L32M7-EAIN (Black),Electronics,4.2,32840.0,759,0.123,0.613,0.264,0.9625,positive,1.1881770515720091,positive,Product Quality & Durability,True
B09HCH3JZG,"Bestor ® 8K Hdmi 2.1 Cable 48Gbps 9.80Ft/Ultra High Speed Hdmi Braided Cord For Roku Tv/Ps5/Hdtv/Blu-Ray Projector, Laptop, Television, Personal Computer, Xbox, Ps4, Ps5, Ps4 Pro (1 M, Grey)",Electronics,4.4,390.0,1464,0.011,0.892,0.097,0.9594,positive,1.0400628679223047,positive,Charging & Power,True
B097JVLW3L,Irusu Play VR Plus Virtual Reality Headset with Headphones for Gaming (Black),Electronics,3.5,621.0,1147,0.062,0.767,0.171,0.9547,positive,0.6384695075740977,positive,Price & Value,True
B09SB6SJB4,"Amazon Brand - Solimo Fast Charging Braided Type C Data Cable Seam, Suitable For All Supported Mobile Phones (1 Meter, Black)",Computers&Accessories,4.1,265.0,710,0.028,0.766,0.206,0.9674,positive,1.3794609894300105,positive,Charging & Power,True
B08NW8GHCJ,"Synqe USB C to USB C 60W Nylon Braided Fast Charging Type C to Type C Cable Compatible with Samsung Galaxy Note 20/Ultra, S20 S22 S21 S20 FE A73 A53 A33 (2M, Black)",Computers&Accessories,4.3,838.0,526,0.0,0.83,0.17,0.9456,positive,1.5112193036696506,positive,Charging & Power,True
B09YHLPQYT,Shopoflux Silicone Remote Cover for Mi Smart TV and Mi TV Stick/MI Box S / 3S / MI 4X / 4A Smart LED TV (Black),Electronics,4.2,143.0,844,0.02,0.759,0.22,0.9797,positive,1.073312629199899,positive,Product Quality & Durability,True
B08G1RW2Q3,"EYNK Extra Long Micro USB Fast Charging USB Cable | Micro USB Data Cable | Quick Fast Charging Cable | Charger Sync Cable | High Speed Transfer Android Smartphones V8 Cable (2.4 Amp, 3m,) (White)",Computers&Accessories,4.0,151.0,638,0.0,0.814,0.186,0.964,positive,0.6625891564490792,positive,Charging & Power,True
B08YXJJW8H,"LUNAGARIYA®, Protective Case Compatible with JIO Settop Box Remote Control,PU Leather Cover Holder (Before Placing Order,Please Compare The Dimensions of The Product with Your Remote)",Electronics,3.9,200.0,709,0.037,0.682,0.28,0.9891,positive,1.6283046848759573,positive,Product Quality & Durability,True
B09P8M18QM,7SEVEN® Compatible with Fire Tv Stick Remote with Voice Command Feature Suitable for Second Generation Amazon Fire Tv Stick Remote Only - Pairing Must,Electronics,3.3,227.0,486,0.067,0.815,0.117,0.273,positive,0.1212678125181664,positive,Product Quality & Durability,True
B08BG4M4N7,"PRUSHTI COVER AND BAGS, Protective Case for Airtel Xstream settop Box Remote Remote Control Pouch Cover Holder PU Leather Cover Holder(only Cover for Selling Purpose)",Electronics,3.8,538.0,417,0.032,0.7,0.268,0.9531,positive,1.5118578920369088,positive,Price & Value,True
B07VJ9ZTXS,Aine HDMI Male to VGA Female Video Converter Adapter Cable (Black),Electronics,4.0,171.0,1512,0.016,0.777,0.207,0.9951,positive,1.594763064147534,positive,Compatibility & Usability,True
B084872DQY,Mi 80 cm (32 inches) HD Ready Android Smart LED TV 4A PRO | L32M5-AL (Black),Electronics,4.3,27508.0,5146,0.063,0.81,0.127,0.9955,positive,0.3384798365000707,positive,Product Quality & Durability,True
B00GGGOYEU,Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers (150cm - 1.5M),Computers&Accessories,3.9,1454.0,591,0.101,0.75,0.149,0.7389,positive,0.6396021490668313,positive,Charging & Power,True
B08FD2VSD9,TCL 108 cm (43 inches) 4K Ultra HD Certified Android Smart LED TV 43P615 (Black),Electronics,4.2,2951.0,286,0.0,0.923,0.077,0.3818,positive,1.0425720702853738,positive,Price & Value,True
B0BQRJ3C47,"REDTECH USB-C to Lightning Cable 3.3FT, [Apple MFi Certified] Lightning to Type C Fast Charging Cord Compatible with iPhone 14/13/13 pro/Max/12/11/X/XS/XR/8, Supports Power Delivery - White",Computers&Accessories,5.0,,86,0.0,1.0,0.0,0.0,neutral,0.6324555320336759,positive,Delivery & Packaging,False
B095JPKPH3,OnePlus 163.8 cm (65 inches) U Series 4K LED Smart Android TV 65U1S (Black),Electronics,4.1,6753.0,3228,0.063,0.856,0.081,0.849,positive,0.1435094619704819,positive,Product Quality & Durability,True
B087JWLZ2K,AmazonBasics 108 cm (43 inches) 4K Ultra HD Smart LED Fire TV AB43U20PS (Black),Electronics,3.9,3518.0,2607,0.049,0.8,0.151,0.9921,positive,0.5360562674188973,positive,Charging & Power,True
B09DSXK8JX,Kodak 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32HDX7XPROBL (Black),Electronics,4.2,1510.0,414,0.0,0.762,0.238,0.9175,positive,1.632993161855452,positive,Product Quality & Durability,True
B08V9C4B1J,"Synqe Type C to Type C Short Fast Charging 60W Cable Compatible with Samsung Galaxy Z Fold3 5G, Z Flip3 5G, S22 5G, S22 Ultra, S21, S20, S20FE, A52, A73, A53 (0.25M, Black)",Computers&Accessories,4.3,838.0,526,0.0,0.83,0.17,0.9456,positive,1.5112193036696506,positive,Charging & Power,True
B08PKBMJKS,Airtel DigitalTV HD Setup Box Remote,Electronics,3.8,136.0,852,0.021,0.878,0.101,0.9118,positive,0.4061384660534476,positive,Product Quality & Durability,True
B0B8VQ7KDS,Airtel Digital TV HD Set Top Box with FTA Pack | Unlimited Entertainment + Recording Feature + Free Standard Installation (6 Months Pack),Electronics,4.3,301.0,303,0.066,0.728,0.206,0.7003,positive,0.6246950475544243,positive,Product Quality & Durability,True
B086JTMRYL,"ESR USB C to Lightning Cable, 10 ft (3 m), MFi-Certified, Braided Nylon Power Delivery Fast Charging for iPhone 14/14 Plus/14 Pro/14 Pro Max, iPhone 13/12/11/X/8 Series, Use with Type-C Chargers, Black",Computers&Accessories,4.4,19763.0,352,0.0,0.789,0.211,0.9169,positive,1.7503798979747347,positive,Charging & Power,True
B09RWQ7YR6,MI 138.8 cm (55 inches) 5X Series 4K Ultra HD LED Smart Android TV L55M6-ES (Grey),Electronics,4.3,21252.0,1155,0.093,0.638,0.269,0.9936,positive,1.272891654681168,positive,Product Quality & Durability,True
B00OFM6PEO,"Storite USB Extension Cable USB 3.0 Male to Female Extension Cable High Speed 5GBps Extension Cable Data Transfer for Keyboard, Mouse, Flash Drive, Hard Drive, Printer and More- 1.5M - Blue",Computers&Accessories,4.3,1902.0,192,0.0,0.644,0.356,0.9141,positive,1.5118578920369088,positive,Price & Value,True
B0BF57RN3K,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics,4.2,13937.0,2959,0.05,0.802,0.148,0.9952,positive,1.162803799467622,positive,Product Quality & Durability,True
B0B3RRWSF6,"Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",120+ Sports Modes, 240*240 PX High Res with SpO2, Heart Rate Monitoring & IP67 Rating",Electronics,4.3,27696.0,4327,0.035,0.751,0.214,0.9995,positive,1.2698094768045127,positive,Compatibility & Usability,True
B0B5B6PQCT,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes,HR,SpO2, IP68(Active Black)",Electronics,3.8,17831.0,2780,0.04,0.725,0.235,0.999,positive,1.5633022999873007,positive,Price & Value,True
B08HV83HL3,MI Power Bank 3i 20000mAh Lithium Polymer 18W Fast Power Delivery Charging | Input- Type C | Micro USB| Triple Output | Sandstone Black,Electronics,4.3,178912.0,1610,0.009,0.858,0.133,0.9883,positive,0.9547920752586628,positive,Charging & Power,True
B0BBN4DZBD,"Redmi A1 (Light Blue, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics,4.0,7807.0,1159,0.035,0.788,0.177,0.9849,positive,0.7738232325341369,positive,Compatibility & Usability,True
B0B3CPQ5PF,"OnePlus Nord 2T 5G (Jade Fog, 8GB RAM, 128GB Storage)",Electronics,4.3,17415.0,5819,0.08,0.775,0.145,0.997,positive,0.3627381250550058,positive,Charging & Power,True
B0B3CQBRB4,"OnePlus Nord 2T 5G (Gray Shadow, 8GB RAM, 128GB Storage)",Electronics,4.3,17415.0,5819,0.08,0.775,0.145,0.997,positive,0.3627381250550058,positive,Charging & Power,True
B0BBN56J5H,"Redmi A1 (Black, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics,4.0,7807.0,1159,0.035,0.788,0.177,0.9849,positive,0.7738232325341369,positive,Compatibility & Usability,True
B0BBN3WF7V,"Redmi A1 (Light Green, 2GB RAM 32GB ROM) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics,4.0,7807.0,1159,0.035,0.788,0.177,0.9849,positive,0.7738232325341369,positive,Compatibility & Usability,True
B0BDRVFDKP,"SanDisk Ultra® microSDXC™ UHS-I Card, 64GB, 140MB/s R, 10 Y Warranty, for Smartphones",Electronics,4.4,67259.0,335,0.02,0.841,0.139,0.85,positive,1.021054940485262,positive,Charging & Power,True
B0B5LVS732,"Noise Pulse Go Buzz Smart Watch Bluetooth Calling with 1.69"" Display, 550 NITS, 150+ Cloud Watch Face, SPo2, Heart Rate Tracking, 100 Sports Mode with Auto Detection, Longer Battery (Jet Black)",Electronics,4.1,10689.0,1578,0.056,0.727,0.217,0.9953,positive,0.6622661785325219,positive,Compatibility & Usability,True
B09V2Q4QVQ,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio | Charcoal",Electronics,4.0,128311.0,1019,0.06,0.701,0.239,0.9897,positive,0.1702513061517497,positive,Charging & Power,True
B09V12K8NT,"boAt Wave Lite Smartwatch with 1.69"" HD Display, Sleek Metal Body, HR & SpO2 Level Monitor, 140+ Watch Faces, Activity Tracker, Multiple Sports Modes, IP68 & 7 Days Battery Life(Active Black)",Electronics,3.9,21796.0,443,0.0,0.738,0.262,0.9459,positive,1.0327955589886444,positive,Charging & Power,True
B01DEWVZ2C,"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Angled Buds for Comfort fit (Black)",Electronics,4.1,192590.0,1076,0.054,0.816,0.13,0.9431,positive,0.5753964555687505,positive,Product Quality & Durability,True
B0BMGB3CH9,"Samsung Galaxy M04 Dark Blue, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",Electronics,4.2,284.0,2744,0.037,0.788,0.175,0.9977,positive,0.7145446229081065,positive,Compatibility & Usability,True
B08D77XZX5,"PTron Tangentbeat in-Ear Bluetooth 5.0 Wireless Headphones with Mic, Enhanced Bass, 10mm Drivers, Clear Calls, Snug-Fit, Fast Charging, Magnetic Buds, Voice Assistant & IPX4 Wireless Neckband (Black)",Electronics,3.9,58162.0,938,0.058,0.718,0.224,0.9855,positive,1.0405319634289438,positive,Price & Value,True
B09XB8GFBQ,"Redmi 10A (Charcoal Black, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",Electronics,4.0,12796.0,161,0.123,0.761,0.116,-0.0516,negative,0.7844645405527362,positive,Price & Value,False
B07WG8PDCW,"pTron Bullet Pro 36W PD Quick Charger, 3 Port Fast Car Charger Adapter - Compatible with All Smartphones & Tablets (Black)",Electronics,4.0,14282.0,441,0.0,0.797,0.203,0.9481,positive,1.6733200530681511,positive,Product Quality & Durability,True
B07GPXXNNG,boAt Bassheads 100 in Ear Wired Earphones with Mic(Taffy Pink),Electronics,4.1,363713.0,801,0.034,0.749,0.216,0.9808,positive,1.2229371288986763,positive,Product Quality & Durability,True
B0BDYVC5TD,"SanDisk Ultra® microSDXC™ UHS-I Card, 128GB, 140MB/s R, 10 Y Warranty, for Smartphones",Electronics,4.4,67259.0,335,0.02,0.841,0.139,0.85,positive,1.021054940485262,positive,Charging & Power,True
B0BMGB2TPR,"Samsung Galaxy M04 Light Green, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",Electronics,4.2,284.0,2744,0.037,0.788,0.175,0.9977,positive,0.7145446229081065,positive,Compatibility & Usability,True
B08MC57J31,"MI 10000mAh Lithium Ion, Lithium Polymer Power Bank Pocket Pro with 22.5 Watt Fast Charging, Dual Input Ports(Micro-USB and Type C), Triple Output Ports, (Black)",Electronics,4.3,15970.0,1121,0.018,0.795,0.187,0.9898,positive,1.0089956834182328,positive,Charging & Power,True
B08HVL8QN3,"Mi 10000mAH Li-Polymer, Micro-USB and Type C Input Port, Power Bank 3i with 18W Fast Charging (Midnight Black)",Electronics,4.3,178912.0,1610,0.009,0.858,0.133,0.9883,positive,0.9547920752586628,positive,Charging & Power,True
B0746JGVDS,"ELV Car Mount Adjustable Car Phone Holder Universal Long Arm, Windshield for Smartphones - Black",Electronics,3.9,46399.0,1259,0.041,0.766,0.193,0.9894,positive,1.3969077819782347,positive,Price & Value,True
B08VFF6JQ8,Samsung 25W USB Travel Adapter for Cellular Phones - White,Electronics,4.4,8891.0,1121,0.059,0.841,0.1,0.7958,positive,0.4743416490252569,positive,Charging & Power,True
B09NVPSCQT,"Noise ColorFit Pulse Grand Smart Watch with 1.69""(4.29cm) HD Display, 60 Sports Modes, 150 Watch Faces, Fast Charge, Spo2, Stress, Sleep, Heart Rate Monitoring & IP68 Waterproof (Jet Black)",Electronics,4.0,30254.0,655,0.057,0.831,0.112,0.7254,positive,0.7181848464596079,positive,Charging & Power,True
B09YV4RG4D,"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch faces - Black",Electronics,4.2,22636.0,1258,0.01,0.791,0.199,0.9921,positive,1.0583005244258363,positive,Charging & Power,True
B09TWHTBKQ,"Samsung Galaxy M33 5G (Mystique Green, 8GB, 128GB Storage) | 6000mAh Battery | Upto 16GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",Electronics,4.1,22318.0,10220,0.036,0.799,0.165,0.9998,positive,0.9582749368384388,positive,Compatibility & Usability,True
B08L5HMJVW,"SanDisk Ultra microSD UHS-I Card 32GB, 120MB/s R",Electronics,4.4,67259.0,335,0.02,0.841,0.139,0.85,positive,1.021054940485262,positive,Charging & Power,True
B0B4F2XCK3,"Samsung Galaxy M13 (Aqua Green, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus",Electronics,4.1,18998.0,2971,0.038,0.797,0.165,0.9973,positive,0.2966809058604892,positive,Compatibility & Usability,True
B0BF54972T,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics,4.2,13937.0,2959,0.05,0.802,0.148,0.9952,positive,1.162803799467622,positive,Product Quality & Durability,True
B09YV4MW2T,"Fire-Boltt India's No 1 Smartwatch Brand Talk 2 Bluetooth Calling Smartwatch with Dual Button, Hands On Voice Assistance, 60 Sports Modes, in Built Mic & Speaker with IP68 Rating",Electronics,4.2,29471.0,1846,0.059,0.71,0.232,0.9968,positive,0.7289480870769444,positive,Compatibility & Usability,True
B09TWH8YHM,"Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",Electronics,4.1,22318.0,10220,0.036,0.799,0.165,0.9998,positive,0.9582749368384388,positive,Compatibility & Usability,True
B07WGMMQGP,"iQOO vivo Z6 5G (Chromatic Blue, 6GB RAM, 128GB Storage) | Snapdragon 695-6nm Processor | 120Hz FHD+ Display | 5000mAh Battery",Electronics,4.0,21350.0,669,0.028,0.804,0.168,0.9385,positive,0.4082482904638631,positive,Compatibility & Usability,True
B0BF563HB4,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics,4.2,13937.0,2959,0.05,0.802,0.148,0.9952,positive,1.162803799467622,positive,Product Quality & Durability,True
B07JW9H4J1,"Wayona Nylon Braided USB to Lightning Fast Charging and Data Sync Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini (3 FT Pack of 1, Grey)",Computers&Accessories,4.2,24270.0,459,0.032,0.744,0.224,0.9033,positive,1.35400640077266,positive,Charging & Power,True
B09GFPVD9Y,"Redmi 9 Activ (Carbon Black, 4GB RAM, 64GB Storage) | Octa-core Helio G35 | 5000 mAh Battery",Electronics,4.1,313836.0,1007,0.039,0.816,0.145,0.9546,positive,0.8219949365267865,positive,Charging & Power,True
B09GFLXVH9,"Redmi 9A Sport (Coral Green, 2GB RAM, 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery",Electronics,4.1,313836.0,1007,0.039,0.816,0.145,0.9546,positive,0.8219949365267865,positive,Charging & Power,True
B0BF4YBLPX,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics,4.2,13937.0,2959,0.05,0.802,0.148,0.9952,positive,1.162803799467622,positive,Product Quality & Durability,True
B09XB7DPW1,"Redmi 10A (Sea Blue, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",Electronics,4.0,12796.0,161,0.123,0.761,0.116,-0.0516,negative,0.7844645405527362,positive,Price & Value,False
B07PFJ5W31,AGARO Blaze USB 3.0 to USB Type C OTG Adapter,Electronics,4.3,14185.0,548,0.051,0.77,0.178,0.8852,positive,1.0256451881367414,positive,Charging & Power,True
B0B3N7LR6K,"Fire-Boltt Visionary 1.78"" AMOLED Bluetooth Calling Smartwatch with 368*448 Pixel Resolution 100+ Sports Mode, TWS Connection, Voice Assistance, SPO2 & Heart Rate Monitoring",Electronics,4.3,17159.0,5245,0.021,0.792,0.188,0.9995,positive,1.3675593512659598,positive,Compatibility & Usability,True
B09ZQK9X8G,"Noise ColorFit Pro 4 Advanced Bluetooth Calling Smart Watch with 1.72"" TruView Display, Fully-Functional Digital Crown, 311 PPI, 60Hz Refresh Rate, 500 NITS Brightness (Charcoal Black)",Electronics,4.1,5179.0,840,0.027,0.883,0.09,0.8209,positive,0.5454545454545454,positive,Charging & Power,True
